"cellid","y1","y2","y3","y4","y5","nvisit1","nvisit2","nvisit3","nvisit4","nvisit5","x.loc","y.loc"
4353,0,0,0,NA,0,4,1,2,NA,2,157.5,130.5
4363,1,NA,NA,1,0,3,NA,NA,1,5,187.5,130.5
4365,0,NA,NA,0,0,5,NA,NA,2,1,193.5,130.5
4366,NA,0,0,0,0,NA,3,3,3,3,196.5,130.5
4377,1,1,0,1,NA,2,1,1,1,NA,229.5,130.5
4384,0,NA,0,NA,2,4,NA,1,NA,4,250.5,130.5
4389,1,NA,1,0,2,2,NA,5,3,5,265.5,130.5
4396,0,0,NA,NA,1,2,5,NA,NA,4,286.5,130.5
4397,0,3,NA,2,0,2,5,NA,5,1,289.5,130.5
4398,NA,0,0,0,4,NA,1,5,1,5,292.5,130.5
4401,1,2,4,2,NA,4,2,5,2,NA,1.5,133.5
4407,1,2,1,NA,1,3,2,4,NA,3,19.5,133.5
4409,0,0,0,0,1,2,4,2,4,2,25.5,133.5
4415,1,2,2,1,0,5,3,2,4,4,43.5,133.5
4419,0,1,0,0,0,4,4,2,2,4,55.5,133.5
4420,2,1,NA,1,2,4,3,NA,2,3,58.5,133.5
4424,1,0,NA,1,0,3,2,NA,1,4,70.5,133.5
4430,0,NA,1,NA,0,2,NA,4,NA,2,88.5,133.5
4450,NA,0,NA,0,NA,NA,5,NA,2,NA,148.5,133.5
4452,1,0,3,0,0,5,4,4,4,5,154.5,133.5
4459,0,0,0,0,NA,4,1,3,4,NA,175.5,133.5
4462,0,0,1,0,1,5,5,1,5,1,184.5,133.5
4465,0,0,0,0,2,5,3,4,4,2,193.5,133.5
4484,0,1,0,0,0,1,2,4,5,1,250.5,133.5
4486,0,0,NA,0,1,4,3,NA,3,5,256.5,133.5
4488,2,0,0,0,1,3,1,4,1,4,262.5,133.5
4498,NA,0,1,0,0,NA,4,2,3,2,292.5,133.5
4499,3,3,NA,4,0,4,3,NA,5,2,295.5,133.5
4501,0,0,1,2,0,4,1,2,5,3,1.5,136.5
4503,0,2,3,0,NA,2,5,5,2,NA,7.5,136.5
4506,0,4,0,1,0,2,5,4,1,1,16.5,136.5
4514,0,3,0,0,1,5,3,3,1,5,40.5,136.5
4525,2,0,0,0,1,5,2,4,4,5,73.5,136.5
4527,0,1,0,1,0,3,4,5,4,4,79.5,136.5
4528,NA,2,0,3,0,NA,3,5,3,4,82.5,136.5
4530,2,1,0,0,0,2,1,1,2,1,88.5,136.5
4534,0,NA,NA,3,0,1,NA,NA,3,4,100.5,136.5
4535,NA,0,2,1,0,NA,2,4,1,4,103.5,136.5
4538,1,0,0,0,2,4,3,2,4,3,112.5,136.5
4541,0,0,0,0,NA,1,2,5,3,NA,121.5,136.5
4544,4,2,0,1,0,5,2,3,2,3,130.5,136.5
4545,0,0,0,3,1,3,1,4,5,2,133.5,136.5
4552,0,0,NA,0,0,2,3,NA,2,3,154.5,136.5
4553,0,2,1,2,NA,4,5,3,4,NA,157.5,136.5
4560,0,0,0,0,0,1,1,1,5,3,178.5,136.5
4564,0,2,0,0,NA,3,4,3,2,NA,190.5,136.5
4565,2,0,0,2,2,5,1,2,5,4,193.5,136.5
4570,0,0,1,1,0,3,5,3,3,2,208.5,136.5
4576,NA,4,0,NA,2,NA,4,2,NA,3,226.5,136.5
4580,0,NA,NA,0,2,5,NA,NA,5,2,238.5,136.5
4587,0,0,0,1,0,2,4,5,2,5,259.5,136.5
4596,0,0,NA,1,0,1,3,NA,3,1,286.5,136.5
4602,2,0,3,0,0,3,4,3,4,5,4.5,139.5
4604,3,NA,0,NA,2,4,NA,3,NA,2,10.5,139.5
4608,1,0,1,NA,0,3,2,4,NA,5,22.5,139.5
4623,0,0,NA,0,0,4,5,NA,2,2,67.5,139.5
4624,NA,2,1,3,0,NA,2,3,4,1,70.5,139.5
4633,1,1,0,0,0,4,1,1,5,1,97.5,139.5
4637,0,0,0,1,0,4,5,4,5,1,109.5,139.5
4646,0,3,NA,0,0,3,4,NA,1,5,136.5,139.5
4648,0,0,0,0,0,4,2,2,3,1,142.5,139.5
4655,1,3,0,0,0,2,3,4,4,5,163.5,139.5
4657,1,0,0,0,NA,5,4,5,2,NA,169.5,139.5
4659,1,0,0,0,0,1,5,5,2,4,175.5,139.5
4668,0,1,1,1,0,2,3,3,3,3,202.5,139.5
4669,0,NA,1,0,0,2,NA,5,1,2,205.5,139.5
4672,0,NA,0,0,NA,4,NA,2,4,NA,214.5,139.5
4686,1,2,NA,1,0,4,5,NA,2,2,256.5,139.5
4691,2,3,2,NA,NA,4,3,5,NA,NA,271.5,139.5
4708,0,2,1,NA,0,4,3,3,NA,4,22.5,142.5
4710,1,0,0,NA,NA,5,3,3,NA,NA,28.5,142.5
4712,1,NA,5,1,1,1,NA,5,1,1,34.5,142.5
4719,2,NA,0,NA,2,4,NA,4,NA,2,55.5,142.5
4720,NA,2,0,NA,0,NA,3,2,NA,4,58.5,142.5
4721,1,0,NA,1,2,3,2,NA,4,5,61.5,142.5
4722,0,0,1,0,NA,2,4,4,1,NA,64.5,142.5
4726,NA,0,0,0,NA,NA,5,3,4,NA,76.5,142.5
4736,NA,0,NA,1,0,NA,2,NA,2,2,106.5,142.5
4739,0,0,NA,0,NA,5,2,NA,2,NA,115.5,142.5
4740,0,0,0,0,0,4,2,2,1,4,118.5,142.5
4745,1,0,0,1,NA,2,3,1,1,NA,133.5,142.5
4750,0,1,0,0,0,3,1,5,4,2,148.5,142.5
4760,0,0,0,0,0,4,3,5,1,4,178.5,142.5
4761,NA,1,NA,0,0,NA,2,NA,1,5,181.5,142.5
4768,0,0,NA,0,0,1,4,NA,1,2,202.5,142.5
4769,0,3,1,0,NA,5,4,1,1,NA,205.5,142.5
4774,0,1,0,0,4,5,2,4,2,4,220.5,142.5
4780,0,0,0,0,0,4,3,2,4,2,238.5,142.5
4789,2,0,0,0,0,3,5,1,5,5,265.5,142.5
4792,0,1,0,0,0,2,5,3,3,5,274.5,142.5
4795,0,0,0,NA,0,1,5,5,NA,2,283.5,142.5
4800,5,4,2,0,NA,5,5,3,4,NA,298.5,142.5
4801,0,1,3,0,NA,5,4,5,1,NA,1.5,145.5
4810,2,0,0,0,0,4,3,4,1,3,28.5,145.5
4815,NA,0,NA,0,1,NA,4,NA,4,4,43.5,145.5
4823,NA,0,0,NA,0,NA,1,3,NA,4,67.5,145.5
4826,2,0,0,0,0,5,4,4,1,4,76.5,145.5
4829,1,0,0,0,0,2,1,2,1,5,85.5,145.5
4842,0,NA,NA,0,0,4,NA,NA,5,3,124.5,145.5
4844,0,0,0,0,0,2,5,5,4,2,130.5,145.5
4852,0,NA,0,2,0,4,NA,4,5,4,154.5,145.5
4866,0,1,0,0,NA,4,1,5,5,NA,196.5,145.5
4879,4,3,0,NA,0,5,5,2,NA,1,235.5,145.5
4880,0,3,1,1,0,2,5,1,2,2,238.5,145.5
4883,2,2,5,3,0,2,3,5,5,5,247.5,145.5
4899,0,3,2,1,3,1,4,5,1,5,295.5,145.5
4901,0,0,NA,3,1,1,3,NA,4,1,1.5,148.5
4905,3,NA,NA,0,NA,4,NA,NA,1,NA,13.5,148.5
4906,1,1,NA,1,2,1,2,NA,4,3,16.5,148.5
4907,0,2,3,1,1,1,2,5,1,2,19.5,148.5
4910,2,0,2,1,1,4,3,5,2,4,28.5,148.5
4915,2,1,2,5,4,2,1,2,5,5,43.5,148.5
4921,1,0,NA,1,0,2,1,NA,4,2,61.5,148.5
4922,1,0,0,1,NA,3,5,3,4,NA,64.5,148.5
4923,0,0,0,0,0,4,5,1,4,2,67.5,148.5
4927,1,NA,0,1,0,1,NA,1,4,1,79.5,148.5
4940,1,NA,3,2,NA,3,NA,4,5,NA,118.5,148.5
4945,2,4,3,2,0,4,4,3,2,3,133.5,148.5
4951,NA,NA,NA,4,0,NA,NA,NA,4,4,151.5,148.5
4955,0,1,NA,NA,5,3,5,NA,NA,5,163.5,148.5
4963,0,0,NA,NA,4,4,1,NA,NA,5,187.5,148.5
4964,0,4,4,0,0,3,4,4,2,1,190.5,148.5
4965,3,3,2,0,0,5,5,2,1,1,193.5,148.5
4966,3,NA,0,3,1,4,NA,5,4,3,196.5,148.5
4969,0,NA,0,NA,0,2,NA,3,NA,3,205.5,148.5
4970,0,0,0,0,0,5,3,2,5,4,208.5,148.5
4975,0,2,0,1,0,2,5,5,1,1,223.5,148.5
4976,0,0,0,NA,0,5,2,5,NA,5,226.5,148.5
4977,0,0,0,0,0,5,5,4,5,1,229.5,148.5
4980,0,0,0,1,0,1,4,5,3,1,238.5,148.5
4989,NA,0,0,1,0,NA,2,3,3,2,265.5,148.5
4999,0,NA,1,NA,0,1,NA,3,NA,1,295.5,148.5
5000,0,3,0,3,0,2,4,2,5,1,298.5,148.5
5008,0,0,0,0,0,1,1,3,4,3,22.5,151.5
5043,NA,0,0,0,0,NA,2,1,3,4,127.5,151.5
5045,NA,0,0,NA,NA,NA,5,1,NA,NA,133.5,151.5
5047,NA,1,1,NA,0,NA,5,4,NA,3,139.5,151.5
5050,0,3,0,0,0,1,5,4,2,2,148.5,151.5
5054,0,0,0,NA,0,3,3,5,NA,1,160.5,151.5
5055,0,NA,0,0,NA,3,NA,2,5,NA,163.5,151.5
5064,0,1,0,0,0,3,1,3,5,1,190.5,151.5
5069,0,0,0,2,2,3,3,1,5,3,205.5,151.5
5076,0,3,0,NA,NA,2,5,2,NA,NA,226.5,151.5
5080,NA,2,2,2,0,NA,4,5,3,3,238.5,151.5
5082,4,0,1,5,1,4,5,2,5,1,244.5,151.5
5098,NA,3,1,0,0,NA,4,1,4,4,292.5,151.5
5101,0,0,2,0,0,2,1,4,3,4,1.5,154.5
5106,0,0,0,0,0,1,1,5,1,4,16.5,154.5
5107,1,NA,2,3,0,4,NA,2,3,1,19.5,154.5
5116,NA,3,NA,2,0,NA,5,NA,5,1,46.5,154.5
5117,1,NA,2,2,NA,1,NA,2,5,NA,49.5,154.5
5120,1,0,1,0,NA,1,3,2,5,NA,58.5,154.5
5132,1,0,1,1,0,4,5,4,4,2,94.5,154.5
5138,1,0,0,0,0,3,1,1,5,5,112.5,154.5
5147,0,1,0,0,NA,1,2,4,3,NA,139.5,154.5
5148,1,1,0,0,NA,2,4,1,3,NA,142.5,154.5
5150,0,0,0,0,0,2,3,3,5,3,148.5,154.5
5162,NA,5,0,1,0,NA,5,1,1,1,184.5,154.5
5165,4,2,0,NA,NA,4,4,3,NA,NA,193.5,154.5
5166,0,0,0,0,1,3,2,4,5,2,196.5,154.5
5167,5,2,3,0,0,5,3,5,1,3,199.5,154.5
5170,0,0,2,1,NA,2,1,4,4,NA,208.5,154.5
5171,2,0,1,0,0,2,4,3,3,4,211.5,154.5
5179,0,0,0,0,0,1,5,3,2,1,235.5,154.5
5184,0,NA,NA,0,2,5,NA,NA,4,4,250.5,154.5
5187,1,NA,0,2,0,2,NA,4,5,5,259.5,154.5
5188,NA,NA,1,0,NA,NA,NA,5,4,NA,262.5,154.5
5196,NA,0,NA,0,1,NA,2,NA,2,3,286.5,154.5
5213,3,1,5,NA,NA,3,1,5,NA,NA,37.5,157.5
5214,1,2,4,NA,NA,5,3,5,NA,NA,40.5,157.5
5221,3,2,3,0,2,5,3,5,4,3,61.5,157.5
5228,1,0,2,NA,1,2,2,3,NA,1,82.5,157.5
5232,1,4,0,0,0,1,5,4,3,2,94.5,157.5
5235,0,2,0,0,3,5,5,4,2,4,103.5,157.5
5246,0,NA,0,0,0,3,NA,2,1,2,136.5,157.5
5250,0,0,0,0,0,2,4,5,2,5,148.5,157.5
5254,0,0,1,1,1,3,5,1,2,1,160.5,157.5
5255,1,1,1,1,0,2,3,3,1,5,163.5,157.5
5256,0,0,0,0,0,5,5,2,2,2,166.5,157.5
5262,NA,0,0,0,0,NA,4,5,5,5,184.5,157.5
5263,0,0,0,0,0,3,1,4,5,1,187.5,157.5
5264,4,0,4,4,0,4,5,5,5,4,190.5,157.5
5268,NA,NA,0,0,NA,NA,NA,2,1,NA,202.5,157.5
5273,NA,0,0,0,0,NA,3,3,3,3,217.5,157.5
5275,0,2,0,NA,0,1,3,1,NA,1,223.5,157.5
5276,NA,NA,0,0,0,NA,NA,1,1,1,226.5,157.5
5285,0,1,NA,0,0,1,5,NA,2,4,253.5,157.5
5287,2,2,0,1,NA,2,2,4,1,NA,259.5,157.5
5291,0,NA,0,0,0,1,NA,1,1,1,271.5,157.5
5292,1,1,NA,3,0,3,1,NA,3,1,274.5,157.5
5293,NA,3,0,NA,NA,NA,4,3,NA,NA,277.5,157.5
5300,0,NA,NA,0,1,3,NA,NA,3,2,298.5,157.5
5306,0,1,3,NA,2,3,1,3,NA,3,16.5,160.5
5310,0,NA,0,0,NA,5,NA,5,4,NA,28.5,160.5
5314,4,1,NA,NA,0,4,1,NA,NA,3,40.5,160.5
5315,NA,1,0,0,NA,NA,1,3,3,NA,43.5,160.5
5324,3,1,2,0,0,3,3,3,4,4,70.5,160.5
5326,0,0,0,0,0,4,1,1,5,3,76.5,160.5
5329,NA,0,0,0,2,NA,4,5,4,3,85.5,160.5
5331,1,NA,0,0,NA,5,NA,3,4,NA,91.5,160.5
5333,0,0,NA,0,0,5,2,NA,4,2,97.5,160.5
5337,0,0,0,0,0,5,5,4,4,3,109.5,160.5
5342,0,2,0,0,0,2,2,2,2,2,124.5,160.5
5349,1,1,NA,1,0,5,1,NA,2,2,145.5,160.5
5350,2,2,3,3,0,3,2,5,4,4,148.5,160.5
5351,NA,0,1,1,0,NA,2,1,4,3,151.5,160.5
5352,NA,0,2,1,0,NA,1,5,5,1,154.5,160.5
5354,4,1,2,3,2,4,1,3,3,2,160.5,160.5
5364,1,1,1,1,0,5,3,4,2,2,190.5,160.5
5367,1,4,1,1,NA,1,4,2,2,NA,199.5,160.5
5378,4,NA,0,NA,0,5,NA,2,NA,3,232.5,160.5
5380,1,NA,NA,NA,0,1,NA,NA,NA,2,238.5,160.5
5392,1,3,1,0,NA,2,4,1,2,NA,274.5,160.5
5395,0,0,0,NA,NA,3,2,4,NA,NA,283.5,160.5
5396,0,1,0,0,0,2,2,4,3,5,286.5,160.5
5397,NA,0,0,1,0,NA,1,1,1,1,289.5,160.5
5401,1,2,0,0,2,4,4,1,1,2,1.5,163.5
5405,0,0,0,NA,1,1,3,4,NA,4,13.5,163.5
5409,0,0,2,3,NA,5,3,4,4,NA,25.5,163.5
5418,1,0,0,0,0,4,3,3,5,3,52.5,163.5
5419,NA,1,NA,0,0,NA,3,NA,3,2,55.5,163.5
5425,4,3,4,2,3,4,5,5,2,5,73.5,163.5
5432,NA,NA,NA,1,0,NA,NA,NA,2,5,94.5,163.5
5439,0,1,0,0,0,3,1,1,4,1,115.5,163.5
5440,1,0,0,4,0,1,3,4,4,5,118.5,163.5
5443,0,0,0,0,NA,3,1,4,1,NA,127.5,163.5
5444,1,0,0,0,0,3,2,3,1,3,130.5,163.5
5445,NA,3,0,1,NA,NA,4,5,3,NA,133.5,163.5
5447,0,0,1,0,NA,3,1,4,5,NA,139.5,163.5
5450,0,0,NA,0,1,1,1,NA,1,4,148.5,163.5
5462,0,0,0,0,0,4,4,3,2,4,184.5,163.5
5474,0,0,0,0,0,2,2,5,2,4,220.5,163.5
5480,0,0,NA,0,0,3,3,NA,1,3,238.5,163.5
5483,0,NA,0,0,0,5,NA,4,2,3,247.5,163.5
5484,0,NA,1,0,0,5,NA,5,4,5,250.5,163.5
5485,0,0,0,0,0,1,5,3,4,1,253.5,163.5
5489,1,0,0,0,0,3,1,5,4,1,265.5,163.5
5496,2,0,NA,0,NA,2,3,NA,3,NA,286.5,163.5
5498,0,NA,0,NA,0,1,NA,5,NA,2,292.5,163.5
5500,0,2,NA,0,1,3,3,NA,3,2,298.5,163.5
5512,0,0,0,0,0,4,1,3,3,4,34.5,166.5
5516,0,1,0,0,0,2,5,5,3,1,46.5,166.5
5517,0,2,0,0,0,1,2,1,4,3,49.5,166.5
5520,1,0,1,1,0,2,3,4,3,1,58.5,166.5
5527,3,2,3,1,NA,4,3,4,1,NA,79.5,166.5
5531,3,5,2,NA,1,3,5,3,NA,1,91.5,166.5
5532,2,5,5,2,2,5,5,5,4,4,94.5,166.5
5536,NA,1,2,2,0,NA,2,4,5,5,106.5,166.5
5543,1,0,1,NA,0,5,1,5,NA,4,127.5,166.5
5544,2,1,1,1,1,3,1,1,2,2,130.5,166.5
5545,NA,1,1,0,0,NA,3,5,1,5,133.5,166.5
5549,NA,0,0,0,NA,NA,1,2,5,NA,145.5,166.5
5552,0,0,NA,0,0,3,2,NA,2,2,154.5,166.5
5557,3,NA,0,1,0,4,NA,3,1,3,169.5,166.5
5571,NA,1,2,0,0,NA,2,3,5,4,211.5,166.5
5573,3,2,3,0,0,4,4,4,1,2,217.5,166.5
5574,3,2,1,4,1,4,3,1,5,2,220.5,166.5
5575,4,0,2,3,2,4,1,2,4,3,223.5,166.5
5577,0,1,NA,2,0,5,5,NA,5,2,229.5,166.5
5578,NA,2,0,NA,NA,NA,3,5,NA,NA,232.5,166.5
5579,0,0,0,0,0,4,4,1,1,5,235.5,166.5
5583,2,2,NA,NA,1,4,2,NA,NA,1,247.5,166.5
5601,0,2,0,NA,0,5,4,1,NA,1,1.5,169.5
5604,0,0,0,0,NA,4,5,3,1,NA,10.5,169.5
5608,2,0,2,4,0,3,3,2,5,1,22.5,169.5
5611,0,0,0,0,0,3,5,4,1,1,31.5,169.5
5631,2,5,3,NA,1,2,5,3,NA,1,91.5,169.5
5633,2,0,3,2,0,5,3,5,4,3,97.5,169.5
5635,4,1,1,3,2,4,1,3,3,2,103.5,169.5
5639,0,0,0,0,0,3,3,5,3,1,115.5,169.5
5640,1,2,0,NA,NA,3,3,3,NA,NA,118.5,169.5
5647,2,2,2,2,NA,5,3,2,5,NA,139.5,169.5
5649,0,0,NA,0,1,1,1,NA,2,4,145.5,169.5
5654,0,2,0,1,NA,3,2,4,2,NA,160.5,169.5
5656,0,0,3,0,NA,2,5,3,3,NA,166.5,169.5
5661,0,3,1,3,1,1,4,3,5,1,181.5,169.5
5662,0,2,0,0,3,1,4,1,2,5,184.5,169.5
5674,4,3,2,3,0,5,5,2,3,2,220.5,169.5
5681,0,0,0,0,NA,5,5,3,4,NA,241.5,169.5
5687,NA,1,0,NA,3,NA,4,4,NA,3,259.5,169.5
5690,NA,NA,0,0,0,NA,NA,2,4,2,268.5,169.5
5699,NA,0,0,0,0,NA,5,1,1,4,295.5,169.5
5706,0,0,NA,NA,0,3,1,NA,NA,5,16.5,172.5
5717,0,0,0,0,0,2,1,1,1,4,49.5,172.5
5719,NA,0,0,0,0,NA,1,3,3,3,55.5,172.5
5723,0,0,0,0,5,5,1,5,2,5,67.5,172.5
5724,0,1,NA,0,0,1,4,NA,2,3,70.5,172.5
5726,0,1,0,0,0,5,5,5,3,2,76.5,172.5
5732,3,0,0,0,4,3,5,5,5,5,94.5,172.5
5740,NA,NA,0,0,0,NA,NA,2,5,4,118.5,172.5
5742,NA,0,0,2,0,NA,2,3,2,2,124.5,172.5
5744,NA,NA,0,1,0,NA,NA,2,1,5,130.5,172.5
5747,1,3,NA,1,4,2,3,NA,1,5,139.5,172.5
5752,2,1,4,5,0,3,5,4,5,2,154.5,172.5
5754,0,0,0,NA,0,1,1,2,NA,5,160.5,172.5
5758,0,1,0,0,0,2,3,3,4,4,172.5,172.5
5768,0,3,0,3,2,1,4,5,3,2,202.5,172.5
5769,0,0,0,1,0,3,2,2,4,1,205.5,172.5
5771,0,0,0,0,0,5,2,2,3,3,211.5,172.5
5786,0,0,0,1,0,1,5,1,4,2,256.5,172.5
5787,1,0,1,0,NA,2,4,1,1,NA,259.5,172.5
5790,NA,0,0,0,0,NA,4,4,2,3,268.5,172.5
5801,0,0,1,0,0,4,2,5,1,1,1.5,175.5
5806,NA,NA,1,5,0,NA,NA,1,5,1,16.5,175.5
5812,NA,1,0,2,0,NA,1,5,3,1,34.5,175.5
5816,2,NA,1,1,3,4,NA,2,3,4,46.5,175.5
5824,0,3,0,1,1,2,4,1,2,3,70.5,175.5
5825,0,1,1,0,0,2,1,1,1,3,73.5,175.5
5844,3,0,NA,0,0,5,3,NA,5,4,130.5,175.5
5851,0,1,2,1,NA,1,4,3,2,NA,151.5,175.5
5862,1,0,0,NA,2,3,1,4,NA,5,184.5,175.5
5872,0,0,NA,0,2,1,2,NA,3,5,214.5,175.5
5877,1,2,4,0,0,1,2,5,3,1,229.5,175.5
5884,2,1,2,0,0,3,2,2,1,1,250.5,175.5
5889,NA,5,0,2,0,NA,5,1,2,1,265.5,175.5
5892,0,4,5,3,0,5,4,5,4,2,274.5,175.5
5896,1,1,NA,0,0,2,3,NA,5,4,286.5,175.5
5904,NA,1,0,2,1,NA,5,2,4,1,10.5,178.5
5908,0,0,NA,0,2,3,1,NA,2,4,22.5,178.5
5913,0,0,1,NA,1,1,3,3,NA,3,37.5,178.5
5914,NA,2,0,2,0,NA,4,3,3,2,40.5,178.5
5919,2,1,2,0,2,3,5,3,1,2,55.5,178.5
5928,0,0,0,0,0,5,1,4,2,3,82.5,178.5
5932,1,2,1,0,2,2,5,3,5,5,94.5,178.5
5945,0,2,0,0,2,1,4,5,1,2,133.5,178.5
5947,1,1,1,1,0,2,2,3,3,1,139.5,178.5
5953,NA,2,1,1,0,NA,2,1,1,5,157.5,178.5
5956,0,1,0,0,0,2,5,4,3,3,166.5,178.5
5963,2,0,0,0,NA,5,5,3,1,NA,187.5,178.5
5966,0,0,0,2,0,1,4,4,4,5,196.5,178.5
5969,0,NA,0,0,0,4,NA,1,4,2,205.5,178.5
5970,NA,NA,2,1,0,NA,NA,5,2,4,208.5,178.5
5971,NA,3,1,0,0,NA,4,5,2,3,211.5,178.5
5972,0,0,0,0,0,3,1,3,2,1,214.5,178.5
5973,2,NA,0,1,0,5,NA,3,2,2,217.5,178.5
5982,0,3,0,0,0,1,5,2,1,1,244.5,178.5
5984,0,0,0,0,0,4,2,4,3,2,250.5,178.5
5997,0,0,0,NA,0,3,3,1,NA,3,289.5,178.5
5999,0,1,NA,5,0,2,1,NA,5,3,295.5,178.5
6004,2,4,3,0,0,3,4,3,2,3,10.5,181.5
6014,NA,0,0,NA,0,NA,2,4,NA,2,40.5,181.5
6024,0,NA,0,4,NA,4,NA,2,5,NA,70.5,181.5
6027,0,1,1,0,2,5,4,4,4,5,79.5,181.5
6034,1,1,1,2,3,5,2,4,3,3,100.5,181.5
6038,NA,4,NA,NA,1,NA,4,NA,NA,2,112.5,181.5
6044,1,NA,0,0,1,3,NA,1,3,5,130.5,181.5
6046,1,1,1,0,1,5,3,4,1,2,136.5,181.5
6049,NA,0,0,0,0,NA,3,1,3,5,145.5,181.5
6053,1,1,2,1,0,2,3,4,4,1,157.5,181.5
6058,0,2,1,NA,2,1,3,2,NA,3,172.5,181.5
6063,0,1,0,NA,NA,1,5,1,NA,NA,187.5,181.5
6069,2,0,0,0,0,3,4,3,4,3,205.5,181.5
6073,0,0,2,0,0,1,5,3,3,1,217.5,181.5
6075,0,NA,NA,0,0,3,NA,NA,1,4,223.5,181.5
6080,0,0,NA,NA,2,5,1,NA,NA,3,238.5,181.5
6084,2,2,3,1,3,3,2,4,2,4,250.5,181.5
6089,2,1,2,1,0,4,1,2,1,4,265.5,181.5
6092,0,1,1,3,NA,1,1,2,3,NA,274.5,181.5
6093,0,1,3,0,0,2,3,3,2,1,277.5,181.5
6094,2,1,1,0,0,5,2,3,5,2,280.5,181.5
6096,1,0,2,1,0,3,5,2,2,1,286.5,181.5
6110,2,4,2,NA,0,3,4,2,NA,3,28.5,184.5
6114,1,0,0,3,NA,4,1,5,5,NA,40.5,184.5
6121,0,1,NA,2,0,2,2,NA,5,2,61.5,184.5
6123,5,2,0,3,0,5,5,1,3,2,67.5,184.5
6133,0,0,0,1,0,4,5,5,5,2,97.5,184.5
6136,NA,0,NA,1,0,NA,3,NA,1,1,106.5,184.5
6144,0,2,1,NA,NA,2,4,2,NA,NA,130.5,184.5
6146,1,4,1,5,0,2,4,2,5,1,136.5,184.5
6148,0,1,NA,2,2,1,5,NA,2,2,142.5,184.5
6153,0,0,0,0,0,3,2,4,1,1,157.5,184.5
6154,1,0,2,1,NA,3,2,5,1,NA,160.5,184.5
6155,2,4,3,0,1,4,4,5,2,3,163.5,184.5
6156,0,0,0,0,0,1,2,1,4,5,166.5,184.5
6157,2,1,0,0,1,4,1,3,2,2,169.5,184.5
6161,0,0,0,NA,1,4,5,3,NA,3,181.5,184.5
6162,1,3,0,1,2,2,4,5,5,4,184.5,184.5
6166,2,NA,1,0,0,4,NA,4,5,2,196.5,184.5
6167,2,1,3,NA,0,5,2,5,NA,5,199.5,184.5
6170,0,NA,0,0,NA,3,NA,4,5,NA,208.5,184.5
6174,0,0,0,NA,0,2,1,4,NA,4,220.5,184.5
6180,0,0,0,0,0,1,3,1,2,2,238.5,184.5
6191,0,0,0,0,0,2,3,1,2,1,271.5,184.5
6193,NA,0,0,0,NA,NA,5,5,5,NA,277.5,184.5
6203,NA,0,0,0,0,NA,1,3,4,3,7.5,187.5
6214,0,0,0,0,2,3,3,1,5,5,40.5,187.5
6222,0,NA,0,0,4,3,NA,1,4,4,64.5,187.5
6224,1,0,0,0,0,4,1,5,4,1,70.5,187.5
6228,2,3,0,NA,0,3,4,1,NA,2,82.5,187.5
6229,2,NA,0,0,NA,2,NA,5,2,NA,85.5,187.5
6230,0,0,1,NA,NA,4,4,1,NA,NA,88.5,187.5
6232,0,1,0,1,0,1,4,2,4,3,94.5,187.5
6236,0,0,0,0,0,4,1,2,4,1,106.5,187.5
6252,NA,1,3,NA,1,NA,3,3,NA,2,154.5,187.5
6253,1,0,0,0,1,5,3,5,1,1,157.5,187.5
6264,NA,0,3,1,1,NA,1,5,3,4,190.5,187.5
6266,NA,0,0,NA,NA,NA,2,2,NA,NA,196.5,187.5
6267,1,2,5,3,2,1,2,5,4,4,199.5,187.5
6269,NA,0,0,0,1,NA,5,5,4,5,205.5,187.5
6276,0,0,0,0,0,5,5,2,2,5,226.5,187.5
6286,0,0,NA,0,0,3,2,NA,1,4,256.5,187.5
6295,1,0,NA,2,2,1,5,NA,2,4,283.5,187.5
6298,1,NA,0,NA,0,4,NA,2,NA,5,292.5,187.5
6301,0,2,2,1,NA,3,2,3,5,NA,1.5,190.5
6303,2,2,NA,2,0,4,3,NA,5,2,7.5,190.5
6312,3,0,1,NA,1,5,5,5,NA,3,34.5,190.5
6317,2,NA,NA,2,2,2,NA,NA,2,3,49.5,190.5
6318,3,NA,0,0,0,4,NA,2,1,1,52.5,190.5
6319,3,1,0,0,0,3,3,2,1,2,55.5,190.5
6331,0,1,0,1,NA,5,4,1,4,NA,91.5,190.5
6332,NA,1,1,2,0,NA,1,4,2,5,94.5,190.5
6333,0,0,NA,1,0,1,1,NA,2,4,97.5,190.5
6337,NA,3,0,NA,NA,NA,4,4,NA,NA,109.5,190.5
6339,0,NA,0,0,0,2,NA,1,5,1,115.5,190.5
6342,NA,NA,NA,2,0,NA,NA,NA,2,3,124.5,190.5
6355,4,1,0,0,0,5,3,1,1,3,163.5,190.5
6357,0,0,0,5,NA,1,3,3,5,NA,169.5,190.5
6367,0,4,0,NA,0,2,5,5,NA,5,199.5,190.5
6371,2,2,0,0,1,3,4,2,2,2,211.5,190.5
6372,0,0,3,1,NA,1,1,4,4,NA,214.5,190.5
6375,0,0,0,3,0,2,5,4,3,4,223.5,190.5
6378,0,NA,0,NA,NA,4,NA,5,NA,NA,232.5,190.5
6379,0,0,2,1,NA,2,2,4,5,NA,235.5,190.5
6384,0,NA,2,1,0,4,NA,3,2,3,250.5,190.5
6386,3,0,3,1,2,4,5,5,2,3,256.5,190.5
6405,0,0,1,2,3,1,3,3,4,4,13.5,193.5
