"cellid","y1","y2","y3","y4","y5","nvisit1","nvisit2","nvisit3","nvisit4","nvisit5","x.loc","y.loc"
4353,0,0,0,NA,0,4,1,2,NA,2,157.5,130.5
4363,0,NA,NA,0,0,3,NA,NA,1,5,187.5,130.5
4365,0,NA,NA,0,0,5,NA,NA,2,1,193.5,130.5
4366,NA,0,0,0,0,NA,3,3,3,3,196.5,130.5
4377,0,0,0,0,NA,2,1,1,1,NA,229.5,130.5
4384,0,NA,0,NA,0,4,NA,1,NA,4,250.5,130.5
4389,1,NA,1,2,2,2,NA,5,3,5,265.5,130.5
4396,0,0,NA,NA,0,2,5,NA,NA,4,286.5,130.5
4397,0,0,NA,0,0,2,5,NA,5,1,289.5,130.5
4398,NA,0,0,0,0,NA,1,5,1,5,292.5,130.5
4401,0,0,0,0,NA,4,2,5,2,NA,1.5,133.5
4407,0,0,1,NA,1,3,2,4,NA,3,19.5,133.5
4409,0,0,0,0,0,2,4,2,4,2,25.5,133.5
4415,0,0,0,0,0,5,3,2,4,4,43.5,133.5
4419,0,1,0,0,1,4,4,2,2,4,55.5,133.5
4420,0,0,NA,0,0,4,3,NA,2,3,58.5,133.5
4424,1,1,NA,1,2,3,2,NA,1,4,70.5,133.5
4430,0,NA,0,NA,0,2,NA,4,NA,2,88.5,133.5
4450,NA,1,NA,0,NA,NA,5,NA,2,NA,148.5,133.5
4452,2,0,0,3,1,5,4,4,4,5,154.5,133.5
4459,1,0,0,0,NA,4,1,3,4,NA,175.5,133.5
4462,0,0,0,0,0,5,5,1,5,1,184.5,133.5
4465,3,1,2,3,1,5,3,4,4,2,193.5,133.5
4484,1,1,1,4,0,1,2,4,5,1,250.5,133.5
4486,1,1,NA,0,1,4,3,NA,3,5,256.5,133.5
4488,1,1,2,1,2,3,1,4,1,4,262.5,133.5
4498,NA,2,1,3,1,NA,4,2,3,2,292.5,133.5
4499,3,3,NA,5,1,4,3,NA,5,2,295.5,133.5
4501,0,0,0,0,1,4,1,2,5,3,1.5,136.5
4503,2,1,3,0,NA,2,5,5,2,NA,7.5,136.5
4506,2,4,4,1,1,2,5,4,1,1,16.5,136.5
4514,3,2,2,1,4,5,3,3,1,5,40.5,136.5
4525,0,0,0,0,0,5,2,4,4,5,73.5,136.5
4527,2,2,2,0,2,3,4,5,4,4,79.5,136.5
4528,NA,1,2,2,2,NA,3,5,3,4,82.5,136.5
4530,0,0,0,1,0,2,1,1,2,1,88.5,136.5
4534,0,NA,NA,3,3,1,NA,NA,3,4,100.5,136.5
4535,NA,2,4,1,4,NA,2,4,1,4,103.5,136.5
4538,2,1,2,3,2,4,3,2,4,3,112.5,136.5
4541,0,0,1,0,NA,1,2,5,3,NA,121.5,136.5
4544,2,1,2,2,2,5,2,3,2,3,130.5,136.5
4545,2,0,3,0,1,3,1,4,5,2,133.5,136.5
4552,1,2,NA,1,3,2,3,NA,2,3,154.5,136.5
4553,2,3,0,1,NA,4,5,3,4,NA,157.5,136.5
4560,0,0,0,0,0,1,1,1,5,3,178.5,136.5
4564,0,1,0,0,NA,3,4,3,2,NA,190.5,136.5
4565,3,0,0,1,3,5,1,2,5,4,193.5,136.5
4570,1,0,0,1,0,3,5,3,3,2,208.5,136.5
4576,NA,4,2,NA,3,NA,4,2,NA,3,226.5,136.5
4580,3,NA,NA,5,1,5,NA,NA,5,2,238.5,136.5
4587,0,0,1,1,1,2,4,5,2,5,259.5,136.5
4596,0,0,NA,1,1,1,3,NA,3,1,286.5,136.5
4602,1,3,2,3,3,3,4,3,4,5,4.5,139.5
4604,3,NA,1,NA,2,4,NA,3,NA,2,10.5,139.5
4608,1,1,0,NA,0,3,2,4,NA,5,22.5,139.5
4623,0,0,NA,0,0,4,5,NA,2,2,67.5,139.5
4624,NA,2,1,3,0,NA,2,3,4,1,70.5,139.5
4633,1,0,1,0,0,4,1,1,5,1,97.5,139.5
4637,0,0,0,0,0,4,5,4,5,1,109.5,139.5
4646,1,4,NA,1,5,3,4,NA,1,5,136.5,139.5
4648,0,1,0,0,0,4,2,2,3,1,142.5,139.5
4655,1,2,4,2,3,2,3,4,4,5,163.5,139.5
4657,1,0,1,0,NA,5,4,5,2,NA,169.5,139.5
4659,0,5,3,0,3,1,5,5,2,4,175.5,139.5
4668,1,0,2,2,1,2,3,3,3,3,202.5,139.5
4669,0,NA,0,0,0,2,NA,5,1,2,205.5,139.5
4672,0,NA,0,0,NA,4,NA,2,4,NA,214.5,139.5
4686,1,0,NA,0,1,4,5,NA,2,2,256.5,139.5
4691,3,3,3,NA,NA,4,3,5,NA,NA,271.5,139.5
4708,2,0,1,NA,3,4,3,3,NA,4,22.5,142.5
4710,0,0,0,NA,NA,5,3,3,NA,NA,28.5,142.5
4712,1,NA,4,1,1,1,NA,5,1,1,34.5,142.5
4719,3,NA,3,NA,1,4,NA,4,NA,2,55.5,142.5
4720,NA,3,2,NA,1,NA,3,2,NA,4,58.5,142.5
4721,2,2,NA,3,3,3,2,NA,4,5,61.5,142.5
4722,0,2,0,0,NA,2,4,4,1,NA,64.5,142.5
4726,NA,0,0,0,NA,NA,5,3,4,NA,76.5,142.5
4736,NA,0,NA,0,1,NA,2,NA,2,2,106.5,142.5
4739,1,0,NA,1,NA,5,2,NA,2,NA,115.5,142.5
4740,1,1,0,0,1,4,2,2,1,4,118.5,142.5
4745,0,0,1,0,NA,2,3,1,1,NA,133.5,142.5
4750,2,0,3,2,0,3,1,5,4,2,148.5,142.5
4760,0,2,3,0,1,4,3,5,1,4,178.5,142.5
4761,NA,0,NA,0,0,NA,2,NA,1,5,181.5,142.5
4768,0,2,NA,1,1,1,4,NA,1,2,202.5,142.5
4769,1,1,0,1,NA,5,4,1,1,NA,205.5,142.5
4774,4,0,2,2,2,5,2,4,2,4,220.5,142.5
4780,3,1,1,2,0,4,3,2,4,2,238.5,142.5
4789,1,2,1,3,4,3,5,1,5,5,265.5,142.5
4792,0,0,0,1,2,2,5,3,3,5,274.5,142.5
4795,0,1,0,NA,1,1,5,5,NA,2,283.5,142.5
4800,5,4,3,4,NA,5,5,3,4,NA,298.5,142.5
4801,0,0,0,0,NA,5,4,5,1,NA,1.5,145.5
4810,1,0,0,0,1,4,3,4,1,3,28.5,145.5
4815,NA,0,NA,1,1,NA,4,NA,4,4,43.5,145.5
4823,NA,1,3,NA,4,NA,1,3,NA,4,67.5,145.5
4826,3,3,2,1,0,5,4,4,1,4,76.5,145.5
4829,1,0,0,0,0,2,1,2,1,5,85.5,145.5
4842,1,NA,NA,1,0,4,NA,NA,5,3,124.5,145.5
4844,0,0,0,0,0,2,5,5,4,2,130.5,145.5
4852,1,NA,0,2,4,4,NA,4,5,4,154.5,145.5
4866,1,0,0,1,NA,4,1,5,5,NA,196.5,145.5
4879,0,0,0,NA,0,5,5,2,NA,1,235.5,145.5
4880,0,0,0,0,0,2,5,1,2,2,238.5,145.5
4883,0,0,0,0,0,2,3,5,5,5,247.5,145.5
4899,0,0,0,0,0,1,4,5,1,5,295.5,145.5
4901,0,0,NA,0,0,1,3,NA,4,1,1.5,148.5
4905,0,NA,NA,0,NA,4,NA,NA,1,NA,13.5,148.5
4906,0,0,NA,0,0,1,2,NA,4,3,16.5,148.5
4907,1,1,1,1,2,1,2,5,1,2,19.5,148.5
4910,0,0,0,0,0,4,3,5,2,4,28.5,148.5
4915,0,0,0,0,0,2,1,2,5,5,43.5,148.5
4921,0,0,NA,2,0,2,1,NA,4,2,61.5,148.5
4922,0,0,0,0,NA,3,5,3,4,NA,64.5,148.5
4923,0,0,0,0,0,4,5,1,4,2,67.5,148.5
4927,0,NA,0,0,0,1,NA,1,4,1,79.5,148.5
4940,0,NA,0,0,NA,3,NA,4,5,NA,118.5,148.5
4945,2,0,3,1,3,4,4,3,2,3,133.5,148.5
4951,NA,NA,NA,4,2,NA,NA,NA,4,4,151.5,148.5
4955,3,3,NA,NA,4,3,5,NA,NA,5,163.5,148.5
4963,3,1,NA,NA,4,4,1,NA,NA,5,187.5,148.5
4964,3,2,4,1,1,3,4,4,2,1,190.5,148.5
4965,4,4,0,1,1,5,5,2,1,1,193.5,148.5
4966,3,NA,5,3,2,4,NA,5,4,3,196.5,148.5
4969,2,NA,3,NA,3,2,NA,3,NA,3,205.5,148.5
4970,0,2,1,3,1,5,3,2,5,4,208.5,148.5
4975,2,1,2,0,0,2,5,5,1,1,223.5,148.5
4976,1,1,2,NA,0,5,2,5,NA,5,226.5,148.5
4977,0,0,1,1,0,5,5,4,5,1,229.5,148.5
4980,0,2,2,1,1,1,4,5,3,1,238.5,148.5
4989,NA,1,0,2,0,NA,2,3,3,2,265.5,148.5
4999,1,NA,2,NA,0,1,NA,3,NA,1,295.5,148.5
5000,1,3,2,5,1,2,4,2,5,1,298.5,148.5
5008,0,0,0,0,0,1,1,3,4,3,22.5,151.5
5043,NA,1,0,0,0,NA,2,1,3,4,127.5,151.5
5045,NA,0,0,NA,NA,NA,5,1,NA,NA,133.5,151.5
5047,NA,0,0,NA,1,NA,5,4,NA,3,139.5,151.5
5050,1,5,3,2,2,1,5,4,2,2,148.5,151.5
5054,0,0,0,NA,0,3,3,5,NA,1,160.5,151.5
5055,2,NA,2,5,NA,3,NA,2,5,NA,163.5,151.5
5064,2,1,2,3,1,3,1,3,5,1,190.5,151.5
5069,2,1,0,2,2,3,3,1,5,3,205.5,151.5
5076,0,2,1,NA,NA,2,5,2,NA,NA,226.5,151.5
5080,NA,0,2,2,0,NA,4,5,3,3,238.5,151.5
5082,1,2,2,4,1,4,5,2,5,1,244.5,151.5
5098,NA,3,1,3,3,NA,4,1,4,4,292.5,151.5
5101,0,0,1,1,0,2,1,4,3,4,1.5,154.5
5106,0,0,0,0,1,1,1,5,1,4,16.5,154.5
5107,3,NA,2,2,1,4,NA,2,3,1,19.5,154.5
5116,NA,0,NA,1,0,NA,5,NA,5,1,46.5,154.5
5117,1,NA,1,5,NA,1,NA,2,5,NA,49.5,154.5
5120,0,0,0,0,NA,1,3,2,5,NA,58.5,154.5
5132,0,0,0,0,0,4,5,4,4,2,94.5,154.5
5138,0,1,1,0,2,3,1,1,5,5,112.5,154.5
5147,0,2,2,1,NA,1,2,4,3,NA,139.5,154.5
5148,0,1,1,1,NA,2,4,1,3,NA,142.5,154.5
5150,0,1,0,0,0,2,3,3,5,3,148.5,154.5
5162,NA,2,0,1,1,NA,5,1,1,1,184.5,154.5
5165,1,2,2,NA,NA,4,4,3,NA,NA,193.5,154.5
5166,0,0,0,1,0,3,2,4,5,2,196.5,154.5
5167,4,2,4,1,3,5,3,5,1,3,199.5,154.5
5170,1,0,2,1,NA,2,1,4,4,NA,208.5,154.5
5171,0,1,2,2,0,2,4,3,3,4,211.5,154.5
5179,0,0,0,0,0,1,5,3,2,1,235.5,154.5
5184,2,NA,NA,2,0,5,NA,NA,4,4,250.5,154.5
5187,1,NA,4,3,4,2,NA,4,5,5,259.5,154.5
5188,NA,NA,0,1,NA,NA,NA,5,4,NA,262.5,154.5
5196,NA,0,NA,1,0,NA,2,NA,2,3,286.5,154.5
5213,2,1,3,NA,NA,3,1,5,NA,NA,37.5,157.5
5214,3,1,3,NA,NA,5,3,5,NA,NA,40.5,157.5
5221,4,2,4,4,2,5,3,5,4,3,61.5,157.5
5228,1,0,0,NA,1,2,2,3,NA,1,82.5,157.5
5232,0,1,1,1,2,1,5,4,3,2,94.5,157.5
5235,2,1,2,0,1,5,5,4,2,4,103.5,157.5
5246,0,NA,1,0,0,3,NA,2,1,2,136.5,157.5
5250,0,1,0,0,1,2,4,5,2,5,148.5,157.5
5254,3,4,1,1,0,3,5,1,2,1,160.5,157.5
5255,1,2,1,1,2,2,3,3,1,5,163.5,157.5
5256,2,0,1,0,1,5,5,2,2,2,166.5,157.5
5262,NA,4,5,4,5,NA,4,5,5,5,184.5,157.5
5263,1,1,3,3,0,3,1,4,5,1,187.5,157.5
5264,2,5,4,5,2,4,5,5,5,4,190.5,157.5
5268,NA,NA,2,1,NA,NA,NA,2,1,NA,202.5,157.5
5273,NA,0,0,1,0,NA,3,3,3,3,217.5,157.5
5275,0,0,1,NA,1,1,3,1,NA,1,223.5,157.5
5276,NA,NA,0,0,0,NA,NA,1,1,1,226.5,157.5
5285,0,1,NA,1,1,1,5,NA,2,4,253.5,157.5
5287,2,2,2,1,NA,2,2,4,1,NA,259.5,157.5
5291,1,NA,0,0,1,1,NA,1,1,1,271.5,157.5
5292,2,1,NA,3,1,3,1,NA,3,1,274.5,157.5
5293,NA,4,0,NA,NA,NA,4,3,NA,NA,277.5,157.5
5300,1,NA,NA,0,0,3,NA,NA,3,2,298.5,157.5
5306,3,0,3,NA,3,3,1,3,NA,3,16.5,160.5
5310,1,NA,1,1,NA,5,NA,5,4,NA,28.5,160.5
5314,0,0,NA,NA,0,4,1,NA,NA,3,40.5,160.5
5315,NA,0,0,0,NA,NA,1,3,3,NA,43.5,160.5
5324,2,3,2,3,4,3,3,3,4,4,70.5,160.5
5326,0,1,0,0,0,4,1,1,5,3,76.5,160.5
5329,NA,1,1,2,2,NA,4,5,4,3,85.5,160.5
5331,1,NA,0,0,NA,5,NA,3,4,NA,91.5,160.5
5333,1,0,NA,0,0,5,2,NA,4,2,97.5,160.5
5337,0,0,0,0,0,5,5,4,4,3,109.5,160.5
5342,0,0,0,0,0,2,2,2,2,2,124.5,160.5
5349,0,0,NA,0,0,5,1,NA,2,2,145.5,160.5
5350,1,1,3,2,3,3,2,5,4,4,148.5,160.5
5351,NA,1,1,2,2,NA,2,1,4,3,151.5,160.5
5352,NA,0,0,0,0,NA,1,5,5,1,154.5,160.5
5354,0,0,0,0,0,4,1,3,3,2,160.5,160.5
5364,0,0,0,0,0,5,3,4,2,2,190.5,160.5
5367,0,0,0,0,NA,1,4,2,2,NA,199.5,160.5
5378,2,NA,1,NA,3,5,NA,2,NA,3,232.5,160.5
5380,1,NA,NA,NA,2,1,NA,NA,NA,2,238.5,160.5
5392,1,2,0,0,NA,2,4,1,2,NA,274.5,160.5
5395,0,0,0,NA,NA,3,2,4,NA,NA,283.5,160.5
5396,0,2,3,1,2,2,2,4,3,5,286.5,160.5
5397,NA,0,0,1,0,NA,1,1,1,1,289.5,160.5
5401,3,2,1,1,1,4,4,1,1,2,1.5,163.5
5405,0,0,0,NA,0,1,3,4,NA,4,13.5,163.5
5409,4,2,2,1,NA,5,3,4,4,NA,25.5,163.5
5418,1,0,0,0,0,4,3,3,5,3,52.5,163.5
5419,NA,2,NA,3,2,NA,3,NA,3,2,55.5,163.5
5425,4,4,5,1,3,4,5,5,2,5,73.5,163.5
5432,NA,NA,NA,1,3,NA,NA,NA,2,5,94.5,163.5
5439,0,0,0,0,0,3,1,1,4,1,115.5,163.5
5440,1,2,3,2,4,1,3,4,4,5,118.5,163.5
5443,0,0,2,0,NA,3,1,4,1,NA,127.5,163.5
5444,0,0,1,0,0,3,2,3,1,3,130.5,163.5
5445,NA,4,2,2,NA,NA,4,5,3,NA,133.5,163.5
5447,0,0,0,0,NA,3,1,4,5,NA,139.5,163.5
5450,0,0,NA,0,0,1,1,NA,1,4,148.5,163.5
5462,0,1,0,0,0,4,4,3,2,4,184.5,163.5
5474,0,2,2,1,2,2,2,5,2,4,220.5,163.5
5480,0,1,NA,0,0,3,3,NA,1,3,238.5,163.5
5483,0,NA,0,0,0,5,NA,4,2,3,247.5,163.5
5484,1,NA,0,0,2,5,NA,5,4,5,250.5,163.5
5485,0,2,1,0,0,1,5,3,4,1,253.5,163.5
5489,0,1,1,1,1,3,1,5,4,1,265.5,163.5
5496,2,3,NA,2,NA,2,3,NA,3,NA,286.5,163.5
5498,0,NA,0,NA,1,1,NA,5,NA,2,292.5,163.5
5500,2,2,NA,2,0,3,3,NA,3,2,298.5,163.5
5512,2,1,2,0,0,4,1,3,3,4,34.5,166.5
5516,1,0,1,0,1,2,5,5,3,1,46.5,166.5
5517,1,2,1,4,0,1,2,1,4,3,49.5,166.5
5520,0,0,1,2,1,2,3,4,3,1,58.5,166.5
5527,3,3,4,1,NA,4,3,4,1,NA,79.5,166.5
5531,2,5,3,NA,1,3,5,3,NA,1,91.5,166.5
5532,3,2,4,2,3,5,5,5,4,4,94.5,166.5
5536,NA,1,1,3,4,NA,2,4,5,5,106.5,166.5
5543,2,0,3,NA,2,5,1,5,NA,4,127.5,166.5
5544,1,0,1,1,2,3,1,1,2,2,130.5,166.5
5545,NA,0,3,0,1,NA,3,5,1,5,133.5,166.5
5549,NA,0,0,0,NA,NA,1,2,5,NA,145.5,166.5
5552,2,0,NA,2,0,3,2,NA,2,2,154.5,166.5
5557,0,NA,0,0,0,4,NA,3,1,3,169.5,166.5
5571,NA,1,3,5,3,NA,2,3,5,4,211.5,166.5
5573,1,1,2,1,0,4,4,4,1,2,217.5,166.5
5574,4,2,1,2,1,4,3,1,5,2,220.5,166.5
5575,3,1,2,2,2,4,1,2,4,3,223.5,166.5
5577,2,0,NA,1,0,5,5,NA,5,2,229.5,166.5
5578,NA,1,0,NA,NA,NA,3,5,NA,NA,232.5,166.5
5579,0,0,0,0,0,4,4,1,1,5,235.5,166.5
5583,3,2,NA,NA,1,4,2,NA,NA,1,247.5,166.5
5601,2,2,0,NA,0,5,4,1,NA,1,1.5,169.5
5604,2,3,2,1,NA,4,5,3,1,NA,10.5,169.5
5608,3,2,2,5,1,3,3,2,5,1,22.5,169.5
5611,2,0,1,0,0,3,5,4,1,1,31.5,169.5
5631,1,2,3,NA,1,2,5,3,NA,1,91.5,169.5
5633,1,0,1,1,1,5,3,5,4,3,97.5,169.5
5635,3,1,3,3,1,4,1,3,3,2,103.5,169.5
5639,0,0,0,0,0,3,3,5,3,1,115.5,169.5
5640,1,3,2,NA,NA,3,3,3,NA,NA,118.5,169.5
5647,2,0,0,4,NA,5,3,2,5,NA,139.5,169.5
5649,0,0,NA,0,0,1,1,NA,2,4,145.5,169.5
5654,1,1,4,2,NA,3,2,4,2,NA,160.5,169.5
5656,1,4,3,3,NA,2,5,3,3,NA,166.5,169.5
5661,1,1,2,2,1,1,4,3,5,1,181.5,169.5
5662,0,0,1,1,1,1,4,1,2,5,184.5,169.5
5674,3,4,0,2,1,5,5,2,3,2,220.5,169.5
5681,0,0,0,0,NA,5,5,3,4,NA,241.5,169.5
5687,NA,3,1,NA,2,NA,4,4,NA,3,259.5,169.5
5690,NA,NA,0,0,1,NA,NA,2,4,2,268.5,169.5
5699,NA,0,0,0,0,NA,5,1,1,4,295.5,169.5
5706,1,0,NA,NA,2,3,1,NA,NA,5,16.5,172.5
5717,0,0,0,0,0,2,1,1,1,4,49.5,172.5
5719,NA,0,1,1,0,NA,1,3,3,3,55.5,172.5
5723,5,1,5,2,3,5,1,5,2,5,67.5,172.5
5724,0,2,NA,2,3,1,4,NA,2,3,70.5,172.5
5726,3,5,0,0,1,5,5,5,3,2,76.5,172.5
5732,2,3,5,4,5,3,5,5,5,5,94.5,172.5
5740,NA,NA,1,2,4,NA,NA,2,5,4,118.5,172.5
5742,NA,1,2,2,2,NA,2,3,2,2,124.5,172.5
5744,NA,NA,1,0,3,NA,NA,2,1,5,130.5,172.5
5747,2,2,NA,0,4,2,3,NA,1,5,139.5,172.5
5752,0,0,0,0,0,3,5,4,5,2,154.5,172.5
5754,0,0,0,NA,0,1,1,2,NA,5,160.5,172.5
5758,0,0,0,0,0,2,3,3,4,4,172.5,172.5
5768,1,3,3,3,0,1,4,5,3,2,202.5,172.5
5769,0,0,1,1,0,3,2,2,4,1,205.5,172.5
5771,1,0,0,0,0,5,2,2,3,3,211.5,172.5
5786,1,2,0,2,1,1,5,1,4,2,256.5,172.5
5787,0,0,0,0,NA,2,4,1,1,NA,259.5,172.5
5790,NA,0,0,0,0,NA,4,4,2,3,268.5,172.5
5801,0,0,0,0,0,4,2,5,1,1,1.5,175.5
5806,NA,NA,0,0,0,NA,NA,1,5,1,16.5,175.5
5812,NA,0,4,2,1,NA,1,5,3,1,34.5,175.5
5816,0,NA,0,0,0,4,NA,2,3,4,46.5,175.5
5824,0,0,0,0,0,2,4,1,2,3,70.5,175.5
5825,0,0,0,0,0,2,1,1,1,3,73.5,175.5
5844,0,0,NA,0,0,5,3,NA,5,4,130.5,175.5
5851,0,0,0,0,NA,1,4,3,2,NA,151.5,175.5
5862,0,0,0,NA,0,3,1,4,NA,5,184.5,175.5
5872,0,0,NA,1,2,1,2,NA,3,5,214.5,175.5
5877,0,0,0,0,0,1,2,5,3,1,229.5,175.5
5884,2,0,0,1,1,3,2,2,1,1,250.5,175.5
5889,NA,0,0,0,0,NA,5,1,2,1,265.5,175.5
5892,4,4,4,3,2,5,4,5,4,2,274.5,175.5
5896,0,0,NA,1,1,2,3,NA,5,4,286.5,175.5
5904,NA,1,2,3,1,NA,5,2,4,1,10.5,178.5
5908,0,1,NA,1,0,3,1,NA,2,4,22.5,178.5
5913,0,2,0,NA,0,1,3,3,NA,3,37.5,178.5
5914,NA,0,1,0,0,NA,4,3,3,2,40.5,178.5
5919,0,2,1,1,2,3,5,3,1,2,55.5,178.5
5928,0,0,0,0,1,5,1,4,2,3,82.5,178.5
5932,1,2,2,1,1,2,5,3,5,5,94.5,178.5
5945,1,3,4,1,0,1,4,5,1,2,133.5,178.5
5947,1,0,0,1,0,2,2,3,3,1,139.5,178.5
5953,NA,0,0,0,0,NA,2,1,1,5,157.5,178.5
5956,0,0,0,0,0,2,5,4,3,3,166.5,178.5
5963,4,0,0,1,NA,5,5,3,1,NA,187.5,178.5
5966,0,3,1,1,3,1,4,4,4,5,196.5,178.5
5969,2,NA,0,0,0,4,NA,1,4,2,205.5,178.5
5970,NA,NA,2,1,1,NA,NA,5,2,4,208.5,178.5
5971,NA,3,1,1,1,NA,4,5,2,3,211.5,178.5
5972,0,0,0,0,0,3,1,3,2,1,214.5,178.5
5973,3,NA,2,2,2,5,NA,3,2,2,217.5,178.5
5982,0,4,0,1,1,1,5,2,1,1,244.5,178.5
5984,0,0,2,0,0,4,2,4,3,2,250.5,178.5
5997,0,0,1,NA,0,3,3,1,NA,3,289.5,178.5
5999,1,1,NA,4,2,2,1,NA,5,3,295.5,178.5
6004,2,4,1,1,2,3,4,3,2,3,10.5,181.5
6014,NA,0,1,NA,0,NA,2,4,NA,2,40.5,181.5
6024,3,NA,0,3,NA,4,NA,2,5,NA,70.5,181.5
6027,2,1,2,2,2,5,4,4,4,5,79.5,181.5
6034,3,0,1,0,2,5,2,4,3,3,100.5,181.5
6038,NA,3,NA,NA,1,NA,4,NA,NA,2,112.5,181.5
6044,0,NA,0,0,0,3,NA,1,3,5,130.5,181.5
6046,1,2,1,0,0,5,3,4,1,2,136.5,181.5
6049,NA,1,0,0,0,NA,3,1,3,5,145.5,181.5
6053,0,0,0,0,0,2,3,4,4,1,157.5,181.5
6058,0,2,1,NA,1,1,3,2,NA,3,172.5,181.5
6063,0,2,0,NA,NA,1,5,1,NA,NA,187.5,181.5
6069,2,0,0,1,0,3,4,3,4,3,205.5,181.5
6073,1,1,1,0,0,1,5,3,3,1,217.5,181.5
6075,0,NA,NA,0,0,3,NA,NA,1,4,223.5,181.5
6080,5,0,NA,NA,2,5,1,NA,NA,3,238.5,181.5
6084,1,0,3,1,2,3,2,4,2,4,250.5,181.5
6089,3,1,2,1,2,4,1,2,1,4,265.5,181.5
6092,1,1,1,3,NA,1,1,2,3,NA,274.5,181.5
6093,0,0,0,0,0,2,3,3,2,1,277.5,181.5
6094,3,0,1,1,0,5,2,3,5,2,280.5,181.5
6096,3,4,2,1,1,3,5,2,2,1,286.5,181.5
6110,3,4,1,NA,3,3,4,2,NA,3,28.5,184.5
6114,0,0,2,1,NA,4,1,5,5,NA,40.5,184.5
6121,1,0,NA,1,0,2,2,NA,5,2,61.5,184.5
6123,2,4,1,3,1,5,5,1,3,2,67.5,184.5
6133,1,0,0,0,0,4,5,5,5,2,97.5,184.5
6136,NA,1,NA,1,0,NA,3,NA,1,1,106.5,184.5
6144,0,2,0,NA,NA,2,4,2,NA,NA,130.5,184.5
6146,1,3,1,4,1,2,4,2,5,1,136.5,184.5
6148,0,2,NA,0,1,1,5,NA,2,2,142.5,184.5
6153,0,0,0,0,0,3,2,4,1,1,157.5,184.5
6154,1,0,0,0,NA,3,2,5,1,NA,160.5,184.5
6155,2,3,3,2,3,4,4,5,2,3,163.5,184.5
6156,1,0,0,2,4,1,2,1,4,5,166.5,184.5
6157,0,1,1,2,1,4,1,3,2,2,169.5,184.5
6161,0,1,2,NA,1,4,5,3,NA,3,181.5,184.5
6162,2,3,2,3,0,2,4,5,5,4,184.5,184.5
6166,1,NA,2,2,1,4,NA,4,5,2,196.5,184.5
6167,3,0,0,NA,3,5,2,5,NA,5,199.5,184.5
6170,2,NA,3,5,NA,3,NA,4,5,NA,208.5,184.5
6174,1,0,2,NA,0,2,1,4,NA,4,220.5,184.5
6180,0,1,0,1,0,1,3,1,2,2,238.5,184.5
6191,1,2,1,2,1,2,3,1,2,1,271.5,184.5
6193,NA,0,0,0,NA,NA,5,5,5,NA,277.5,184.5
6203,NA,0,0,0,1,NA,1,3,4,3,7.5,187.5
6214,1,0,0,3,1,3,3,1,5,5,40.5,187.5
6222,2,NA,1,3,4,3,NA,1,4,4,64.5,187.5
6224,3,1,1,0,0,4,1,5,4,1,70.5,187.5
6228,1,2,1,NA,2,3,4,1,NA,2,82.5,187.5
6229,2,NA,3,2,NA,2,NA,5,2,NA,85.5,187.5
6230,1,0,0,NA,NA,4,4,1,NA,NA,88.5,187.5
6232,0,2,1,1,2,1,4,2,4,3,94.5,187.5
6236,0,0,0,0,0,4,1,2,4,1,106.5,187.5
6252,NA,3,1,NA,0,NA,3,3,NA,2,154.5,187.5
6253,0,0,0,0,0,5,3,5,1,1,157.5,187.5
6264,NA,0,1,1,2,NA,1,5,3,4,190.5,187.5
6266,NA,0,2,NA,NA,NA,2,2,NA,NA,196.5,187.5
6267,1,1,2,2,2,1,2,5,4,4,199.5,187.5
6269,NA,0,0,2,0,NA,5,5,4,5,205.5,187.5
6276,0,0,0,0,0,5,5,2,2,5,226.5,187.5
6286,0,0,NA,0,0,3,2,NA,1,4,256.5,187.5
6295,1,3,NA,2,4,1,5,NA,2,4,283.5,187.5
6298,0,NA,0,NA,0,4,NA,2,NA,5,292.5,187.5
6301,0,0,0,0,NA,3,2,3,5,NA,1.5,190.5
6303,0,0,NA,0,0,4,3,NA,5,2,7.5,190.5
6312,0,0,0,NA,0,5,5,5,NA,3,34.5,190.5
6317,0,NA,NA,0,0,2,NA,NA,2,3,49.5,190.5
6318,2,NA,1,0,0,4,NA,2,1,1,52.5,190.5
6319,0,0,0,0,0,3,3,2,1,2,55.5,190.5
6331,3,2,1,2,NA,5,4,1,4,NA,91.5,190.5
6332,NA,0,0,0,0,NA,1,4,2,5,94.5,190.5
6333,0,0,NA,0,2,1,1,NA,2,4,97.5,190.5
6337,NA,0,2,NA,NA,NA,4,4,NA,NA,109.5,190.5
6339,0,NA,0,1,0,2,NA,1,5,1,115.5,190.5
6342,NA,NA,NA,0,0,NA,NA,NA,2,3,124.5,190.5
6355,0,0,0,0,0,5,3,1,1,3,163.5,190.5
6357,1,2,2,4,NA,1,3,3,5,NA,169.5,190.5
6367,2,4,4,NA,5,2,5,5,NA,5,199.5,190.5
6371,1,3,1,2,2,3,4,2,2,2,211.5,190.5
6372,1,1,1,3,NA,1,1,4,4,NA,214.5,190.5
6375,2,5,3,3,4,2,5,4,3,4,223.5,190.5
6378,0,NA,1,NA,NA,4,NA,5,NA,NA,232.5,190.5
6379,0,2,1,1,NA,2,2,4,5,NA,235.5,190.5
6384,1,NA,0,0,0,4,NA,3,2,3,250.5,190.5
6386,3,1,2,1,1,4,5,5,2,3,256.5,190.5
6405,0,3,0,3,2,1,3,3,4,4,13.5,193.5
